"file_name" "n_taxa" "n_sites"
"1229" "busco.15603at7399.faa.phy" 28 369
"1230" "busco.15605at7399.faa.phy" 16 552
"1231" "busco.15611at7399.faa.phy" 33 407
"1232" "busco.15623at7399.faa.phy" 14 751
"1233" "busco.15628at7399.faa.phy" 30 422
"1234" "busco.15630at7399.faa.phy" 31 966
"1235" "busco.15638at7399.faa.phy" 28 835
"1236" "busco.15639at7399.faa.phy" 17 468
"1237" "busco.15644at7399.faa.phy" 28 436
"1238" "busco.15649at7399.faa.phy" 11 897
"1239" "busco.15656at7399.faa.phy" 34 1205
"1240" "busco.15659at7399.faa.phy" 26 421
"1241" "busco.1565at7399.faa.phy" 26 1304
"1242" "busco.15661at7399.faa.phy" 36 418
"1243" "busco.15665at7399.faa.phy" 29 457
"1244" "busco.15668at7399.faa.phy" 28 539
"1245" "busco.1567at7399.faa.phy" 14 4219
"1246" "busco.15681at7399.faa.phy" 17 1845
"1247" "busco.15683at7399.faa.phy" 18 368
"1248" "busco.15684at7399.faa.phy" 29 417
"1249" "busco.15686at7399.faa.phy" 31 454
"1250" "busco.15687at7399.faa.phy" 4 426
"1251" "busco.15691at7399.faa.phy" 31 1050
"1252" "busco.15700at7399.faa.phy" 30 1594
"1253" "busco.15703at7399.faa.phy" 18 1630
"1254" "busco.15707at7399.faa.phy" 26 431
"1255" "busco.15717at7399.faa.phy" 22 524
"1256" "busco.15722at7399.faa.phy" 22 709
"1257" "busco.1572at7399.faa.phy" 17 1852
"1258" "busco.15732at7399.faa.phy" 16 782
"1259" "busco.15736at7399.faa.phy" 27 756
"1260" "busco.15737at7399.faa.phy" 35 736
"1261" "busco.15744at7399.faa.phy" 33 498
"1262" "busco.15746at7399.faa.phy" 22 460
"1263" "busco.1574at7399.faa.phy" 30 1300
"1264" "busco.15752at7399.faa.phy" 27 532
"1265" "busco.1575at7399.faa.phy" 36 1212
"1266" "busco.15763at7399.faa.phy" 27 1693
"1267" "busco.15764at7399.faa.phy" 13 387
"1268" "busco.15765at7399.faa.phy" 30 361
"1269" "busco.15769at7399.faa.phy" 25 618
"1270" "busco.1576at7399.faa.phy" 18 1606
"1271" "busco.15770at7399.faa.phy" 26 462
"1272" "busco.15771at7399.faa.phy" 19 405
"1273" "busco.15773at7399.faa.phy" 32 372
"1274" "busco.15782at7399.faa.phy" 24 700
"1275" "busco.15786at7399.faa.phy" 27 702
"1276" "busco.15795at7399.faa.phy" 33 584
"1277" "busco.15800at7399.faa.phy" 29 441
"1278" "busco.15801at7399.faa.phy" 20 662
"1279" "busco.15803at7399.faa.phy" 29 376
"1280" "busco.15808at7399.faa.phy" 15 446
"1281" "busco.15822at7399.faa.phy" 29 830
"1282" "busco.15829at7399.faa.phy" 9 558
"1283" "busco.15841at7399.faa.phy" 32 422
"1284" "busco.15855at7399.faa.phy" 30 1066
"1285" "busco.15858at7399.faa.phy" 27 669
"1286" "busco.15865at7399.faa.phy" 30 346
"1287" "busco.15876at7399.faa.phy" 22 609
"1288" "busco.15879at7399.faa.phy" 23 491
"1289" "busco.15880at7399.faa.phy" 31 466
"1290" "busco.1588at7399.faa.phy" 29 2422
"1291" "busco.15890at7399.faa.phy" 20 709
"1292" "busco.15892at7399.faa.phy" 24 624
"1293" "busco.15899at7399.faa.phy" 25 1538
"1294" "busco.15903at7399.faa.phy" 23 339
"1295" "busco.15908at7399.faa.phy" 33 409
"1296" "busco.15909at7399.faa.phy" 15 372
"1297" "busco.1590at7399.faa.phy" 14 2219
"1298" "busco.15911at7399.faa.phy" 12 480
"1299" "busco.15928at7399.faa.phy" 27 359
"1300" "busco.15930at7399.faa.phy" 29 352
"1301" "busco.15931at7399.faa.phy" 30 361
"1302" "busco.15935at7399.faa.phy" 12 399
"1303" "busco.15939at7399.faa.phy" 21 575
"1304" "busco.15941at7399.faa.phy" 14 400
"1305" "busco.15950at7399.faa.phy" 19 609
"1306" "busco.15962at7399.faa.phy" 30 381
"1307" "busco.15963at7399.faa.phy" 33 587
"1308" "busco.1597at7399.faa.phy" 28 1939
"1309" "busco.15988at7399.faa.phy" 33 1244
"1310" "busco.15989at7399.faa.phy" 3 642
"1311" "busco.15998at7399.faa.phy" 27 527
"1312" "busco.159at7399.faa.phy" 34 6891
"1313" "busco.15at7399.faa.phy" 22 7072
"1314" "busco.16003at7399.faa.phy" 22 742
"1315" "busco.16004at7399.faa.phy" 34 544
"1316" "busco.16005at7399.faa.phy" 34 452
"1317" "busco.16011at7399.faa.phy" 33 463
"1318" "busco.16012at7399.faa.phy" 26 488
"1319" "busco.16014at7399.faa.phy" 25 621
"1320" "busco.1602at7399.faa.phy" 36 1799
"1321" "busco.16041at7399.faa.phy" 30 537
"1322" "busco.16047at7399.faa.phy" 26 904
"1323" "busco.16048at7399.faa.phy" 30 436
"1324" "busco.16050at7399.faa.phy" 32 521
"1325" "busco.16077at7399.faa.phy" 25 936
"1326" "busco.1607at7399.faa.phy" 27 1925
"1327" "busco.16083at7399.faa.phy" 29 462
"1328" "busco.1608at7399.faa.phy" 18 1384
"1329" "busco.16094at7399.faa.phy" 22 677
"1330" "busco.16095at7399.faa.phy" 24 690
"1331" "busco.16102at7399.faa.phy" 28 798
"1332" "busco.16108at7399.faa.phy" 31 563
"1333" "busco.16112at7399.faa.phy" 25 625
"1334" "busco.16117at7399.faa.phy" 34 464
"1335" "busco.16120at7399.faa.phy" 29 507
"1336" "busco.16136at7399.faa.phy" 26 3220
"1337" "busco.16137at7399.faa.phy" 25 2698
"1338" "busco.16138at7399.faa.phy" 31 367
"1339" "busco.16142at7399.faa.phy" 31 599
"1340" "busco.16153at7399.faa.phy" 18 608
"1341" "busco.16164at7399.faa.phy" 19 473
"1342" "busco.16165at7399.faa.phy" 30 501
"1343" "busco.16166at7399.faa.phy" 18 509
"1344" "busco.16167at7399.faa.phy" 29 565
"1345" "busco.1616at7399.faa.phy" 32 6699
"1346" "busco.16173at7399.faa.phy" 22 782
"1347" "busco.16183at7399.faa.phy" 14 313
"1348" "busco.16187at7399.faa.phy" 20 422
"1349" "busco.16191at7399.faa.phy" 35 402
"1350" "busco.16202at7399.faa.phy" 34 1244
"1351" "busco.1620at7399.faa.phy" 33 1267
"1352" "busco.16215at7399.faa.phy" 16 378
"1353" "busco.16222at7399.faa.phy" 32 425
"1354" "busco.16226at7399.faa.phy" 26 768
"1355" "busco.16230at7399.faa.phy" 25 760
"1356" "busco.16232at7399.faa.phy" 15 1170
"1357" "busco.16233at7399.faa.phy" 16 666
"1358" "busco.16235at7399.faa.phy" 28 699
"1359" "busco.16243at7399.faa.phy" 31 778
"1360" "busco.16246at7399.faa.phy" 21 487
"1361" "busco.16247at7399.faa.phy" 19 480
"1362" "busco.16255at7399.faa.phy" 25 1045
"1363" "busco.16257at7399.faa.phy" 22 452
"1364" "busco.16264at7399.faa.phy" 30 854
"1365" "busco.16270at7399.faa.phy" 28 636
"1366" "busco.16272at7399.faa.phy" 21 983
"1367" "busco.16277at7399.faa.phy" 28 1154
"1368" "busco.16280at7399.faa.phy" 30 616
"1369" "busco.16282at7399.faa.phy" 25 424
"1370" "busco.16283at7399.faa.phy" 33 380
"1371" "busco.16285at7399.faa.phy" 28 382
"1372" "busco.16295at7399.faa.phy" 29 1196
"1373" "busco.16306at7399.faa.phy" 35 1236
"1374" "busco.1630at7399.faa.phy" 21 1382
"1375" "busco.16310at7399.faa.phy" 11 5847
"1376" "busco.16312at7399.faa.phy" 17 407
"1377" "busco.16314at7399.faa.phy" 27 1010
"1378" "busco.16323at7399.faa.phy" 14 725
"1379" "busco.16329at7399.faa.phy" 33 2656
"1380" "busco.16332at7399.faa.phy" 25 827
"1381" "busco.16337at7399.faa.phy" 27 445
"1382" "busco.16340at7399.faa.phy" 14 460
"1383" "busco.16347at7399.faa.phy" 32 720
"1384" "busco.16350at7399.faa.phy" 26 461
"1385" "busco.16353at7399.faa.phy" 27 539
"1386" "busco.16359at7399.faa.phy" 29 1384
"1387" "busco.16361at7399.faa.phy" 16 2020
"1388" "busco.16362at7399.faa.phy" 10 669
"1389" "busco.16364at7399.faa.phy" 33 317
"1390" "busco.16366at7399.faa.phy" 31 385
"1391" "busco.16367at7399.faa.phy" 23 824
"1392" "busco.16369at7399.faa.phy" 17 383
"1393" "busco.16372at7399.faa.phy" 33 1170
"1394" "busco.16374at7399.faa.phy" 37 477
"1395" "busco.16379at7399.faa.phy" 19 590
"1396" "busco.1638at7399.faa.phy" 10 1296
"1397" "busco.16390at7399.faa.phy" 29 367
"1398" "busco.16391at7399.faa.phy" 17 408
"1399" "busco.16392at7399.faa.phy" 21 429
"1400" "busco.16393at7399.faa.phy" 29 367
"1401" "busco.16394at7399.faa.phy" 26 391
"1402" "busco.16401at7399.faa.phy" 23 566
"1403" "busco.16406at7399.faa.phy" 28 599
"1404" "busco.16407at7399.faa.phy" 34 581
"1405" "busco.1640at7399.faa.phy" 22 1724
"1406" "busco.16412at7399.faa.phy" 25 498
"1407" "busco.16415at7399.faa.phy" 21 550
"1408" "busco.1641at7399.faa.phy" 21 1266
"1409" "busco.16425at7399.faa.phy" 30 598
"1410" "busco.16426at7399.faa.phy" 32 672
"1411" "busco.16433at7399.faa.phy" 32 636
"1412" "busco.16435at7399.faa.phy" 25 1144
"1413" "busco.16436at7399.faa.phy" 24 566
"1414" "busco.16437at7399.faa.phy" 34 656
"1415" "busco.16439at7399.faa.phy" 28 464
"1416" "busco.16446at7399.faa.phy" 27 361
"1417" "busco.16453at7399.faa.phy" 31 421
"1418" "busco.16455at7399.faa.phy" 28 1525
"1419" "busco.16457at7399.faa.phy" 34 478
"1420" "busco.16461at7399.faa.phy" 31 609
"1421" "busco.1646at7399.faa.phy" 20 2044
"1422" "busco.16472at7399.faa.phy" 28 770
"1423" "busco.16474at7399.faa.phy" 29 487
"1424" "busco.16476at7399.faa.phy" 23 464
"1425" "busco.16487at7399.faa.phy" 34 329
"1426" "busco.1648at7399.faa.phy" 14 1350
"1427" "busco.16496at7399.faa.phy" 12 512
"1428" "busco.16501at7399.faa.phy" 16 543
"1429" "busco.16502at7399.faa.phy" 36 810
"1430" "busco.1650at7399.faa.phy" 29 2133
"1431" "busco.16514at7399.faa.phy" 26 331
"1432" "busco.16517at7399.faa.phy" 22 390
"1433" "busco.16520at7399.faa.phy" 24 377
"1434" "busco.16522at7399.faa.phy" 28 499
"1435" "busco.16526at7399.faa.phy" 25 400
"1436" "busco.1652at7399.faa.phy" 29 1499
"1437" "busco.16533at7399.faa.phy" 30 777
"1438" "busco.16534at7399.faa.phy" 13 424
"1439" "busco.16535at7399.faa.phy" 34 468
"1440" "busco.16536at7399.faa.phy" 34 446
"1441" "busco.16538at7399.faa.phy" 24 442
"1442" "busco.16540at7399.faa.phy" 32 513
"1443" "busco.16543at7399.faa.phy" 28 929
"1444" "busco.16549at7399.faa.phy" 29 469
"1445" "busco.16555at7399.faa.phy" 24 836
"1446" "busco.16567at7399.faa.phy" 22 343
"1447" "busco.16569at7399.faa.phy" 19 1165
"1448" "busco.1656at7399.faa.phy" 27 2858
"1449" "busco.16581at7399.faa.phy" 23 1083
"1450" "busco.16588at7399.faa.phy" 30 961
"1451" "busco.16595at7399.faa.phy" 35 788
"1452" "busco.16599at7399.faa.phy" 35 534
"1453" "busco.1659at7399.faa.phy" 28 2318
"1454" "busco.16605at7399.faa.phy" 18 706
"1455" "busco.16614at7399.faa.phy" 31 1120
"1456" "busco.16616at7399.faa.phy" 17 393
"1457" "busco.16617at7399.faa.phy" 35 441
"1458" "busco.16620at7399.faa.phy" 14 465
"1459" "busco.16639at7399.faa.phy" 25 449
"1460" "busco.16640at7399.faa.phy" 26 618
"1461" "busco.1664at7399.faa.phy" 29 2834
"1462" "busco.16661at7399.faa.phy" 36 312
"1463" "busco.16662at7399.faa.phy" 29 343
"1464" "busco.16669at7399.faa.phy" 33 997
"1465" "busco.16675at7399.faa.phy" 32 1375
"1466" "busco.16685at7399.faa.phy" 29 339
"1467" "busco.16688at7399.faa.phy" 31 388
"1468" "busco.1668at7399.faa.phy" 24 1627
"1469" "busco.166at7399.faa.phy" 9 3592
"1470" "busco.16701at7399.faa.phy" 20 721
"1471" "busco.16703at7399.faa.phy" 29 334
"1472" "busco.16705at7399.faa.phy" 32 349
"1473" "busco.16708at7399.faa.phy" 25 426
"1474" "busco.16711at7399.faa.phy" 36 365
"1475" "busco.16713at7399.faa.phy" 10 431
"1476" "busco.16722at7399.faa.phy" 33 557
"1477" "busco.16734at7399.faa.phy" 13 426
"1478" "busco.16736at7399.faa.phy" 29 374
"1479" "busco.16746at7399.faa.phy" 28 443
"1480" "busco.16747at7399.faa.phy" 34 1012
"1481" "busco.1674at7399.faa.phy" 24 1551
"1482" "busco.16752at7399.faa.phy" 18 673
"1483" "busco.16755at7399.faa.phy" 28 428
"1484" "busco.16761at7399.faa.phy" 32 2102
"1485" "busco.16766at7399.faa.phy" 34 475
"1486" "busco.16767at7399.faa.phy" 30 631
"1487" "busco.16768at7399.faa.phy" 11 976
"1488" "busco.16773at7399.faa.phy" 35 869
"1489" "busco.16781at7399.faa.phy" 26 371
"1490" "busco.16784at7399.faa.phy" 35 440
"1491" "busco.1678at7399.faa.phy" 28 1668
"1492" "busco.16792at7399.faa.phy" 21 1988
"1493" "busco.16816at7399.faa.phy" 15 405
"1494" "busco.16823at7399.faa.phy" 20 656
"1495" "busco.16828at7399.faa.phy" 25 336
"1496" "busco.16830at7399.faa.phy" 24 401
"1497" "busco.16838at7399.faa.phy" 30 402
"1498" "busco.16839at7399.faa.phy" 4 956
"1499" "busco.16843at7399.faa.phy" 21 659
"1500" "busco.16849at7399.faa.phy" 26 473
"1501" "busco.16850at7399.faa.phy" 26 394
"1502" "busco.16853at7399.faa.phy" 14 450
"1503" "busco.16854at7399.faa.phy" 26 396
"1504" "busco.16855at7399.faa.phy" 34 347
"1505" "busco.16857at7399.faa.phy" 33 572
"1506" "busco.16865at7399.faa.phy" 14 1157
"1507" "busco.16867at7399.faa.phy" 24 526
"1508" "busco.1686at7399.faa.phy" 26 1519
"1509" "busco.16877at7399.faa.phy" 24 1475
"1510" "busco.1688at7399.faa.phy" 30 2919
"1511" "busco.16895at7399.faa.phy" 26 767
"1512" "busco.16899at7399.faa.phy" 12 1214
"1513" "busco.1689at7399.faa.phy" 29 1525
"1514" "busco.16902at7399.faa.phy" 26 993
"1515" "busco.16906at7399.faa.phy" 30 1280
"1516" "busco.16907at7399.faa.phy" 25 473
"1517" "busco.16910at7399.faa.phy" 37 1787
"1518" "busco.16911at7399.faa.phy" 14 1077
"1519" "busco.16913at7399.faa.phy" 30 316
"1520" "busco.16921at7399.faa.phy" 29 365
"1521" "busco.16935at7399.faa.phy" 28 675
"1522" "busco.16937at7399.faa.phy" 31 1341
"1523" "busco.16943at7399.faa.phy" 28 447
"1524" "busco.1694at7399.faa.phy" 23 1341
"1525" "busco.16950at7399.faa.phy" 35 470
"1526" "busco.16956at7399.faa.phy" 34 467
"1527" "busco.16959at7399.faa.phy" 14 722
"1528" "busco.1695at7399.faa.phy" 26 1447
"1529" "busco.16962at7399.faa.phy" 26 2391
"1530" "busco.1696at7399.faa.phy" 24 3545
"1531" "busco.16973at7399.faa.phy" 35 436
"1532" "busco.16979at7399.faa.phy" 4 411
"1533" "busco.16997at7399.faa.phy" 15 1110
"1534" "busco.16998at7399.faa.phy" 7 326
"1535" "busco.16999at7399.faa.phy" 34 470
"1536" "busco.17009at7399.faa.phy" 25 473
"1537" "busco.17010at7399.faa.phy" 30 502
"1538" "busco.1701at7399.faa.phy" 26 2515
"1539" "busco.17020at7399.faa.phy" 10 600
"1540" "busco.17022at7399.faa.phy" 24 434
"1541" "busco.17027at7399.faa.phy" 29 374
"1542" "busco.17028at7399.faa.phy" 20 365
"1543" "busco.1702at7399.faa.phy" 13 2748
"1544" "busco.17033at7399.faa.phy" 24 457
"1545" "busco.17034at7399.faa.phy" 29 369
"1546" "busco.17035at7399.faa.phy" 31 725
"1547" "busco.17037at7399.faa.phy" 33 644
"1548" "busco.17045at7399.faa.phy" 26 474
"1549" "busco.17046at7399.faa.phy" 27 693
"1550" "busco.17050at7399.faa.phy" 22 578
"1551" "busco.17063at7399.faa.phy" 18 316
"1552" "busco.17089at7399.faa.phy" 20 411
"1553" "busco.17099at7399.faa.phy" 24 439
"1554" "busco.1709at7399.faa.phy" 18 2304
"1555" "busco.17102at7399.faa.phy" 16 593
"1556" "busco.17113at7399.faa.phy" 32 389
"1557" "busco.17114at7399.faa.phy" 27 389
"1558" "busco.17121at7399.faa.phy" 21 475
"1559" "busco.17125at7399.faa.phy" 32 475
"1560" "busco.17128at7399.faa.phy" 23 689
"1561" "busco.1712at7399.faa.phy" 33 1987
"1562" "busco.17139at7399.faa.phy" 27 593
"1563" "busco.1713at7399.faa.phy" 25 1686
"1564" "busco.17143at7399.faa.phy" 27 502
"1565" "busco.17151at7399.faa.phy" 31 789
"1566" "busco.17157at7399.faa.phy" 21 1411
"1567" "busco.17158at7399.faa.phy" 30 865
"1568" "busco.17160at7399.faa.phy" 23 471
"1569" "busco.17161at7399.faa.phy" 19 726
"1570" "busco.17167at7399.faa.phy" 19 1099
"1571" "busco.17169at7399.faa.phy" 11 329
"1572" "busco.1716at7399.faa.phy" 26 1944
"1573" "busco.17200at7399.faa.phy" 25 380
"1574" "busco.17208at7399.faa.phy" 25 580
"1575" "busco.1720at7399.faa.phy" 18 1439
"1576" "busco.1722at7399.faa.phy" 28 1349
"1577" "busco.17231at7399.faa.phy" 30 574
"1578" "busco.17234at7399.faa.phy" 23 547
"1579" "busco.1723at7399.faa.phy" 18 2342
"1580" "busco.17241at7399.faa.phy" 20 706
"1581" "busco.17244at7399.faa.phy" 31 308
"1582" "busco.17256at7399.faa.phy" 25 530
"1583" "busco.17267at7399.faa.phy" 25 356
"1584" "busco.17281at7399.faa.phy" 18 650
"1585" "busco.1728at7399.faa.phy" 15 1636
"1586" "busco.17295at7399.faa.phy" 21 948
"1587" "busco.17301at7399.faa.phy" 17 395
"1588" "busco.17302at7399.faa.phy" 29 444
"1589" "busco.1730at7399.faa.phy" 27 1371
"1590" "busco.17310at7399.faa.phy" 10 922
"1591" "busco.17317at7399.faa.phy" 30 1233
"1592" "busco.17325at7399.faa.phy" 19 488
"1593" "busco.1733at7399.faa.phy" 26 1447
"1594" "busco.17348at7399.faa.phy" 12 370
"1595" "busco.1734at7399.faa.phy" 12 1508
"1596" "busco.17350at7399.faa.phy" 35 570
"1597" "busco.17357at7399.faa.phy" 33 445
"1598" "busco.17365at7399.faa.phy" 35 725
"1599" "busco.17370at7399.faa.phy" 31 415
"1600" "busco.17371at7399.faa.phy" 4 339
"1601" "busco.17389at7399.faa.phy" 11 499
"1602" "busco.17396at7399.faa.phy" 15 417
"1603" "busco.17410at7399.faa.phy" 35 551
"1604" "busco.17411at7399.faa.phy" 33 1520
"1605" "busco.17417at7399.faa.phy" 34 519
"1606" "busco.17418at7399.faa.phy" 18 338
"1607" "busco.17419at7399.faa.phy" 28 638
"1608" "busco.17420at7399.faa.phy" 23 422
"1609" "busco.17423at7399.faa.phy" 23 319
"1610" "busco.17425at7399.faa.phy" 36 588
"1611" "busco.17428at7399.faa.phy" 25 434
"1612" "busco.17430at7399.faa.phy" 24 922
"1613" "busco.17434at7399.faa.phy" 29 1223
"1614" "busco.17450at7399.faa.phy" 29 591
"1615" "busco.17456at7399.faa.phy" 19 1018
"1616" "busco.17463at7399.faa.phy" 30 431
"1617" "busco.17466at7399.faa.phy" 32 729
"1618" "busco.17467at7399.faa.phy" 35 855
"1619" "busco.17469at7399.faa.phy" 32 1691
"1620" "busco.17480at7399.faa.phy" 33 409
"1621" "busco.17485at7399.faa.phy" 23 395
"1622" "busco.17486at7399.faa.phy" 26 1545
"1623" "busco.17492at7399.faa.phy" 31 364
"1624" "busco.17496at7399.faa.phy" 29 432
"1625" "busco.17498at7399.faa.phy" 27 821
"1626" "busco.17503at7399.faa.phy" 16 617
"1627" "busco.17505at7399.faa.phy" 8 1488
"1628" "busco.17506at7399.faa.phy" 27 797
"1629" "busco.17512at7399.faa.phy" 21 326
"1630" "busco.17520at7399.faa.phy" 27 976
"1631" "busco.17521at7399.faa.phy" 23 413
"1632" "busco.17525at7399.faa.phy" 14 532
"1633" "busco.17530at7399.faa.phy" 19 731
"1634" "busco.17534at7399.faa.phy" 22 717
"1635" "busco.17545at7399.faa.phy" 36 1081
"1636" "busco.17561at7399.faa.phy" 6 2197
"1637" "busco.17572at7399.faa.phy" 29 455
"1638" "busco.17574at7399.faa.phy" 34 924
"1639" "busco.17575at7399.faa.phy" 28 480
"1640" "busco.17578at7399.faa.phy" 26 931
"1641" "busco.1757at7399.faa.phy" 10 1933
"1642" "busco.17581at7399.faa.phy" 15 670
"1643" "busco.17587at7399.faa.phy" 28 1006
"1644" "busco.17591at7399.faa.phy" 17 383
"1645" "busco.17593at7399.faa.phy" 25 497
"1646" "busco.175at7399.faa.phy" 26 7965
"1647" "busco.17602at7399.faa.phy" 7 2015
"1648" "busco.17608at7399.faa.phy" 30 1443
"1649" "busco.17609at7399.faa.phy" 30 1123
"1650" "busco.17621at7399.faa.phy" 26 507
"1651" "busco.17635at7399.faa.phy" 19 364
"1652" "busco.17638at7399.faa.phy" 12 710
"1653" "busco.1763at7399.faa.phy" 25 2827
"1654" "busco.17650at7399.faa.phy" 35 663
"1655" "busco.17661at7399.faa.phy" 25 358
"1656" "busco.17663at7399.faa.phy" 31 394
"1657" "busco.17665at7399.faa.phy" 14 1422
"1658" "busco.17666at7399.faa.phy" 28 681
"1659" "busco.17677at7399.faa.phy" 19 591
"1660" "busco.1767at7399.faa.phy" 18 1471
"1661" "busco.17681at7399.faa.phy" 25 863
"1662" "busco.17683at7399.faa.phy" 31 466
"1663" "busco.17684at7399.faa.phy" 31 334
"1664" "busco.1768at7399.faa.phy" 28 1438
"1665" "busco.17694at7399.faa.phy" 27 420
"1666" "busco.17697at7399.faa.phy" 35 611
"1667" "busco.17728at7399.faa.phy" 31 553
"1668" "busco.17732at7399.faa.phy" 20 737
"1669" "busco.17749at7399.faa.phy" 29 479
"1670" "busco.17750at7399.faa.phy" 15 1253
"1671" "busco.17753at7399.faa.phy" 31 486
"1672" "busco.17757at7399.faa.phy" 21 625
"1673" "busco.17768at7399.faa.phy" 17 782
"1674" "busco.17771at7399.faa.phy" 28 400
"1675" "busco.17775at7399.faa.phy" 14 518
"1676" "busco.17776at7399.faa.phy" 23 327
"1677" "busco.17779at7399.faa.phy" 28 1073
"1678" "busco.17787at7399.faa.phy" 31 673
"1679" "busco.17790at7399.faa.phy" 32 621
"1680" "busco.17797at7399.faa.phy" 30 641
"1681" "busco.17800at7399.faa.phy" 22 372
"1682" "busco.17801at7399.faa.phy" 24 438
"1683" "busco.17803at7399.faa.phy" 16 366
"1684" "busco.17804at7399.faa.phy" 26 367
"1685" "busco.17817at7399.faa.phy" 31 405
"1686" "busco.17824at7399.faa.phy" 12 592
"1687" "busco.1783at7399.faa.phy" 31 1985
"1688" "busco.17841at7399.faa.phy" 8 404
"1689" "busco.17842at7399.faa.phy" 29 803
"1690" "busco.17850at7399.faa.phy" 10 550
"1691" "busco.17851at7399.faa.phy" 26 531
"1692" "busco.17859at7399.faa.phy" 27 1422
"1693" "busco.17860at7399.faa.phy" 32 447
"1694" "busco.17871at7399.faa.phy" 23 452
"1695" "busco.17873at7399.faa.phy" 32 780
"1696" "busco.17875at7399.faa.phy" 31 417
"1697" "busco.17886at7399.faa.phy" 24 1243
"1698" "busco.17890at7399.faa.phy" 10 328
"1699" "busco.17895at7399.faa.phy" 30 511
"1700" "busco.1789at7399.faa.phy" 24 1820
"1701" "busco.178at7399.faa.phy" 18 4263
"1702" "busco.17903at7399.faa.phy" 27 572
"1703" "busco.17904at7399.faa.phy" 29 791
"1704" "busco.17911at7399.faa.phy" 32 1565
"1705" "busco.17918at7399.faa.phy" 36 376
"1706" "busco.17922at7399.faa.phy" 28 737
"1707" "busco.17939at7399.faa.phy" 26 321
"1708" "busco.17945at7399.faa.phy" 30 789
"1709" "busco.17946at7399.faa.phy" 31 398
"1710" "busco.17947at7399.faa.phy" 19 392
"1711" "busco.1794at7399.faa.phy" 25 1621
"1712" "busco.17952at7399.faa.phy" 29 513
"1713" "busco.17954at7399.faa.phy" 18 550
"1714" "busco.17965at7399.faa.phy" 19 557
"1715" "busco.17970at7399.faa.phy" 33 562
"1716" "busco.17974at7399.faa.phy" 26 800
"1717" "busco.17987at7399.faa.phy" 30 1736
"1718" "busco.1798at7399.faa.phy" 19 1180
"1719" "busco.17991at7399.faa.phy" 31 313
"1720" "busco.17993at7399.faa.phy" 26 319
"1721" "busco.17994at7399.faa.phy" 23 348
"1722" "busco.17995at7399.faa.phy" 31 375
"1723" "busco.1799at7399.faa.phy" 11 1250
"1724" "busco.17at7399.faa.phy" 16 5183
"1725" "busco.18007at7399.faa.phy" 36 827
"1726" "busco.18010at7399.faa.phy" 24 305
"1727" "busco.18011at7399.faa.phy" 27 330
"1728" "busco.18016at7399.faa.phy" 30 491
"1729" "busco.1802at7399.faa.phy" 34 1707
"1730" "busco.18032at7399.faa.phy" 32 1080
"1731" "busco.18033at7399.faa.phy" 28 404
"1732" "busco.18036at7399.faa.phy" 21 373
"1733" "busco.18038at7399.faa.phy" 25 396
"1734" "busco.18039at7399.faa.phy" 22 502
"1735" "busco.18042at7399.faa.phy" 16 771
"1736" "busco.18046at7399.faa.phy" 31 599
"1737" "busco.18059at7399.faa.phy" 12 472
"1738" "busco.18067at7399.faa.phy" 31 545
"1739" "busco.1806at7399.faa.phy" 21 2841
"1740" "busco.18070at7399.faa.phy" 35 440
"1741" "busco.18073at7399.faa.phy" 23 492
"1742" "busco.18081at7399.faa.phy" 33 511
"1743" "busco.18087at7399.faa.phy" 31 1013
"1744" "busco.1808at7399.faa.phy" 18 1248
"1745" "busco.18099at7399.faa.phy" 21 322
"1746" "busco.18100at7399.faa.phy" 20 726
"1747" "busco.18103at7399.faa.phy" 35 384
"1748" "busco.18105at7399.faa.phy" 34 516
"1749" "busco.18109at7399.faa.phy" 23 676
"1750" "busco.1811at7399.faa.phy" 28 1547
"1751" "busco.18122at7399.faa.phy" 32 753
"1752" "busco.18124at7399.faa.phy" 17 351
"1753" "busco.18126at7399.faa.phy" 27 358
"1754" "busco.1812at7399.faa.phy" 36 1431
"1755" "busco.18132at7399.faa.phy" 20 701
"1756" "busco.18136at7399.faa.phy" 27 645
"1757" "busco.18151at7399.faa.phy" 31 648
"1758" "busco.18153at7399.faa.phy" 25 1458
"1759" "busco.18166at7399.faa.phy" 28 651
"1760" "busco.18168at7399.faa.phy" 10 1062
"1761" "busco.18169at7399.faa.phy" 23 902
"1762" "busco.18175at7399.faa.phy" 29 1052
"1763" "busco.18176at7399.faa.phy" 30 352
"1764" "busco.18177at7399.faa.phy" 8 729
"1765" "busco.18182at7399.faa.phy" 16 708
"1766" "busco.18183at7399.faa.phy" 25 676
"1767" "busco.18186at7399.faa.phy" 30 398
"1768" "busco.18187at7399.faa.phy" 32 422
"1769" "busco.18195at7399.faa.phy" 26 934
"1770" "busco.1819at7399.faa.phy" 34 1405
"1771" "busco.18204at7399.faa.phy" 14 619
"1772" "busco.18212at7399.faa.phy" 31 1888
"1773" "busco.18213at7399.faa.phy" 9 1278
"1774" "busco.18214at7399.faa.phy" 34 1331
"1775" "busco.18215at7399.faa.phy" 37 1379
"1776" "busco.18217at7399.faa.phy" 25 359
"1777" "busco.18222at7399.faa.phy" 16 385
"1778" "busco.18225at7399.faa.phy" 26 324
"1779" "busco.18228at7399.faa.phy" 21 373
"1780" "busco.18232at7399.faa.phy" 23 422
"1781" "busco.18237at7399.faa.phy" 19 3094
